ORGANIZATION,TOTAL,PREDICTION
PartyB,92,HIGH
PartyA,1572,MEDIUM
PartyD,1060,MEDIUM
PartyC,5648,LOW
PartyD,1508,MEDIUM
PartyA,5034,LOW
PartyC,-260,VERY HIGH
PartyC,7218,LOW
PartyD,5959,LOW
PartyB,-6600,VERY HIGH
PartyD,1346,MEDIUM
PartyC,5821,LOW
PartyC,1073,MEDIUM
PartyC,6402,LOW
PartyA,1280,MEDIUM
PartyC,1982,MEDIUM
PartyD,6788,LOW
PartyD,5000,LOW
PartyD,1434,MEDIUM
PartyA,-120,VERY HIGH
PartyB,37,HIGH
PartyC,5595,LOW
PartyC,72,HIGH
PartyD,7106,LOW
PartyA,-1700,VERY HIGH
PartyC,1404,MEDIUM
PartyB,-2030,VERY HIGH
PartyC,-4820,VERY HIGH
PartyD,1266,MEDIUM
PartyA,-1480,VERY HIGH
PartyB,-4900,VERY HIGH
PartyB,2290,MEDIUM
PartyC,5713,LOW
PartyA,7198,LOW
PartyB,7229,LOW
PartyB,1092,MEDIUM
PartyD,6554,LOW
PartyB,6782,LOW
PartyB,7173,LOW
PartyD,6914,LOW
PartyA,6784,LOW
PartyB,6504,LOW
PartyD,7171,LOW
PartyC,-300,VERY HIGH
PartyB,352,HIGH
PartyC,6182,LOW
PartyA,-2160,VERY HIGH
PartyB,6087,LOW
PartyB,60,HIGH
PartyD,5000,LOW
PartyA,7480,LOW
PartyD,1058,MEDIUM
PartyC,1936,MEDIUM
PartyA,5391,LOW
PartyD,5503,LOW
PartyD,6306,LOW
PartyD,-2325,VERY HIGH
PartyD,7351,LOW
PartyB,5614,LOW
PartyD,2400,MEDIUM
PartyA,6056,LOW
PartyD,7151,LOW
PartyB,1196,MEDIUM
PartyD,6302,LOW
PartyC,5237,LOW
PartyA,6294,LOW
PartyA,5989,LOW
PartyD,5398,LOW
PartyC,-2260,VERY HIGH
PartyB,5058,LOW
PartyC,7303,LOW
PartyA,1378,MEDIUM
PartyC,7199,LOW
PartyC,6960,LOW
PartyC,-1760,VERY HIGH
PartyC,6476,LOW
PartyB,5397,LOW
PartyB,5703,LOW
PartyC,6938,LOW
PartyA,1628,MEDIUM
PartyA,7102,LOW
PartyA,2074,MEDIUM
PartyA,-2460,VERY HIGH
PartyC,7234,LOW
PartyB,5142,LOW
PartyD,6698,LOW
PartyD,6909,LOW
PartyA,6493,LOW
PartyD,6546,LOW
PartyC,1000,MEDIUM
PartyD,5945,LOW
PartyC,1812,MEDIUM
PartyD,1744,MEDIUM
PartyA,2100,MEDIUM
PartyC,7429,LOW
PartyC,6173,LOW
PartyB,5140,LOW
PartyC,6836,LOW
PartyB,6344,LOW
PartyA,194,HIGH
PartyA,1092,MEDIUM
PartyD,1756,MEDIUM
PartyB,68,HIGH
PartyA,6096,LOW
PartyD,-1600,VERY HIGH
PartyC,7227,LOW
PartyD,5630,LOW
PartyD,1298,MEDIUM
PartyD,7150,LOW
PartyD,1710,MEDIUM
PartyB,14,HIGH
PartyA,7970,LOW
PartyC,1000,MEDIUM
PartyC,6514,LOW
PartyA,1362,MEDIUM
PartyC,5856,LOW
PartyB,-4140,VERY HIGH
PartyD,2478,MEDIUM
PartyC,6778,LOW
PartyB,6861,LOW
PartyC,6076,LOW
PartyB,1832,MEDIUM
PartyB,7678,LOW
PartyC,1934,MEDIUM
PartyB,0,HIGH
PartyA,1634,MEDIUM
PartyD,1434,MEDIUM
PartyA,-120,VERY HIGH
PartyD,5250,LOW
PartyC,5110,LOW
PartyB,6185,LOW
PartyD,6746,LOW
PartyD,2470,MEDIUM
PartyA,5371,LOW
PartyB,1052,MEDIUM
PartyD,5891,LOW
PartyA,1201,MEDIUM
PartyC,1000,MEDIUM
PartyC,1579,MEDIUM
PartyC,7872,LOW
PartyA,6267,LOW
PartyB,5166,LOW
PartyB,2399,MEDIUM
PartyC,2142,MEDIUM
PartyD,-6960,VERY HIGH
PartyC,5182,LOW
PartyC,5302,LOW
PartyB,1471,MEDIUM
PartyA,1812,MEDIUM
PartyC,7321,LOW
PartyD,7800,LOW
PartyA,5514,LOW
PartyB,1746,MEDIUM
PartyD,2151,MEDIUM
PartyB,5508,LOW
PartyC,1932,MEDIUM
PartyC,7244,LOW
PartyC,7499,LOW
PartyB,2169,MEDIUM
PartyB,156,HIGH
PartyD,1476,MEDIUM
PartyC,5728,LOW
PartyD,6704,LOW
PartyB,5266,LOW
PartyA,-575,VERY HIGH
PartyA,7442,LOW
PartyD,5694,LOW
PartyC,-1025,VERY HIGH
PartyA,1906,MEDIUM
PartyD,7738,LOW
PartyC,2258,MEDIUM
PartyA,-760,VERY HIGH
PartyD,1318,MEDIUM
PartyB,-325,VERY HIGH
PartyA,2192,MEDIUM
PartyD,1608,MEDIUM
PartyA,5512,LOW
PartyC,1906,MEDIUM
PartyC,6768,LOW
PartyB,5928,LOW
PartyD,6572,LOW
PartyD,-1530,VERY HIGH
PartyB,1919,MEDIUM
PartyB,1426,MEDIUM
PartyC,1666,MEDIUM
PartyB,-40,VERY HIGH
PartyA,5365,LOW
PartyA,2107,MEDIUM
PartyC,1903,MEDIUM
PartyD,-200,VERY HIGH
PartyD,62,HIGH
PartyB,2467,MEDIUM
PartyD,1174,MEDIUM
PartyB,6389,LOW
PartyA,7984,LOW
PartyB,7666,LOW
PartyD,6121,LOW
PartyA,6931,LOW
PartyA,5594,LOW
PartyD,6676,LOW
PartyC,6456,LOW
PartyA,1346,MEDIUM
PartyC,5532,LOW
PartyD,6337,LOW
PartyD,5258,LOW
PartyB,224,HIGH
PartyD,1009,MEDIUM
PartyB,5270,LOW
PartyB,6837,LOW
PartyD,5544,LOW
PartyB,6958,LOW
PartyB,1952,MEDIUM
PartyA,7912,LOW
PartyA,6162,LOW
PartyA,7664,LOW
PartyB,5704,LOW
PartyD,7168,LOW
PartyB,5086,LOW
PartyA,156,HIGH
PartyD,-2120,VERY HIGH
PartyC,6363,LOW
PartyC,6302,LOW
PartyA,5326,LOW
PartyC,6344,LOW
PartyD,394,HIGH
PartyC,2221,MEDIUM
PartyC,2178,MEDIUM
PartyD,7114,LOW
PartyD,5090,LOW
PartyD,1486,MEDIUM
PartyD,2061,MEDIUM
PartyB,6688,LOW
PartyA,-120,VERY HIGH
PartyC,6102,LOW
PartyD,5342,LOW
PartyD,138,HIGH
PartyB,5153,LOW
PartyA,18,HIGH
PartyA,7080,LOW
PartyB,5556,LOW
PartyA,6827,LOW
PartyD,5000,LOW
PartyD,6247,LOW
PartyB,1273,MEDIUM
PartyA,1133,MEDIUM
PartyA,6634,LOW
PartyC,5772,LOW
PartyD,1180,MEDIUM
PartyA,6406,LOW
PartyB,7205,LOW
PartyB,5216,LOW
PartyA,7013,LOW
PartyC,7580,LOW
PartyC,6295,LOW
PartyB,1073,MEDIUM
PartyC,2447,MEDIUM
PartyA,2450,MEDIUM
PartyB,0,HIGH
PartyA,6378,LOW
PartyA,-1440,VERY HIGH
PartyC,6979,LOW
PartyC,5976,LOW
PartyB,2493,MEDIUM
PartyB,2144,MEDIUM
PartyA,1964,MEDIUM
PartyC,6992,LOW
PartyA,200,HIGH
PartyC,-2060,VERY HIGH
PartyB,5686,LOW
PartyC,-2240,VERY HIGH
PartyB,167,HIGH
PartyC,1457,MEDIUM
PartyC,6761,LOW
PartyA,5530,LOW
PartyC,6210,LOW
PartyD,164,HIGH
PartyB,5012,LOW
PartyA,-120,VERY HIGH
PartyA,6601,LOW
PartyA,-2175,VERY HIGH
PartyC,6915,LOW
PartyA,5784,LOW
PartyC,7520,LOW
PartyA,5582,LOW
PartyC,6417,LOW
PartyC,7111,LOW
PartyB,6372,LOW
PartyA,-120,VERY HIGH
PartyC,5211,LOW
PartyA,1682,MEDIUM
PartyD,2346,MEDIUM
PartyB,1252,MEDIUM
PartyB,6495,LOW
PartyC,1463,MEDIUM
PartyA,48,HIGH
PartyC,2194,MEDIUM
PartyC,5637,LOW
PartyB,-1890,VERY HIGH
PartyA,1610,MEDIUM
PartyA,1665,MEDIUM
PartyA,2491,MEDIUM
PartyD,-5320,VERY HIGH
PartyA,7021,LOW
PartyB,5490,LOW
PartyA,1828,MEDIUM
PartyD,7273,LOW
PartyD,1864,MEDIUM
PartyC,7004,LOW
PartyB,5124,LOW
PartyA,6916,LOW
PartyB,-2250,VERY HIGH
PartyC,6765,LOW
PartyB,2473,MEDIUM
PartyC,6556,LOW
PartyC,-3480,VERY HIGH
PartyB,5222,LOW
PartyD,5041,LOW
PartyD,2364,MEDIUM
PartyB,6895,LOW
PartyC,7066,LOW
PartyC,5684,LOW
PartyD,6362,LOW
PartyA,6708,LOW
PartyA,1787,MEDIUM
PartyC,6674,LOW
PartyD,6608,LOW
PartyC,2309,MEDIUM
PartyB,-6980,VERY HIGH
PartyD,1945,MEDIUM
PartyC,-1170,VERY HIGH
PartyA,5112,LOW
PartyD,2046,MEDIUM
PartyC,1274,MEDIUM
PartyA,2156,MEDIUM
PartyB,7128,LOW
PartyB,5521,LOW
PartyC,2226,MEDIUM
PartyD,6610,LOW
PartyA,7282,LOW
PartyD,1166,MEDIUM
PartyD,1044,MEDIUM
PartyD,6183,LOW
PartyC,-225,VERY HIGH
PartyC,-2400,VERY HIGH
PartyA,1905,MEDIUM
PartyA,86,HIGH
PartyB,6945,LOW
PartyD,5638,LOW
PartyB,2460,MEDIUM
PartyD,1030,MEDIUM
PartyB,2013,MEDIUM
PartyC,1085,MEDIUM
PartyA,5282,LOW
PartyD,1927,MEDIUM
PartyA,7230,LOW
PartyC,5526,LOW
PartyC,2024,MEDIUM
PartyD,-490,VERY HIGH
PartyB,6476,LOW
PartyB,1256,MEDIUM
PartyC,2238,MEDIUM
PartyD,7696,LOW
PartyC,5006,LOW
PartyC,5074,LOW
PartyA,7497,LOW
PartyA,2069,MEDIUM
PartyC,7208,LOW
PartyB,1498,MEDIUM
PartyB,5173,LOW
PartyD,6310,LOW
PartyA,5206,LOW
PartyD,6400,LOW
PartyB,7468,LOW
PartyB,6358,LOW
PartyA,7471,LOW
PartyD,5000,LOW
PartyB,6892,LOW
PartyB,-2620,VERY HIGH
PartyD,5428,LOW
PartyB,6952,LOW
PartyA,6441,LOW
PartyD,1084,MEDIUM
PartyC,6643,LOW
PartyB,0,HIGH
PartyC,1570,MEDIUM
PartyC,6782,LOW
PartyC,5000,LOW
PartyD,5963,LOW
PartyA,2139,MEDIUM
PartyD,7380,LOW
PartyC,6340,LOW
PartyC,6832,LOW
PartyA,1278,MEDIUM
PartyB,1162,MEDIUM
PartyD,-1100,VERY HIGH
PartyC,5436,LOW
PartyD,-7820,VERY HIGH
PartyD,-3440,VERY HIGH
PartyB,7654,LOW
PartyC,6660,LOW
PartyB,6222,LOW
PartyB,310,HIGH
PartyC,197,HIGH
PartyC,7333,LOW
PartyC,6209,LOW
PartyB,5134,LOW
PartyC,2096,MEDIUM
PartyA,6338,LOW
PartyA,6939,LOW
PartyA,7032,LOW
PartyC,6193,LOW
PartyC,-2960,VERY HIGH
PartyA,5340,LOW
PartyC,7405,LOW
PartyA,6996,LOW
PartyB,6906,LOW
PartyA,1748,MEDIUM
PartyB,92,HIGH
PartyD,6594,LOW
PartyC,-6320,VERY HIGH
PartyA,1815,MEDIUM
PartyA,1289,MEDIUM
PartyA,5038,LOW
PartyD,5656,LOW
PartyB,1624,MEDIUM
PartyD,5165,LOW
PartyC,6665,LOW
PartyC,6636,LOW
PartyC,5722,LOW
PartyC,6300,LOW
PartyD,1358,MEDIUM
PartyD,5422,LOW
PartyB,5998,LOW
PartyC,-1010,VERY HIGH
PartyA,5395,LOW
PartyC,-210,VERY HIGH
PartyB,2322,MEDIUM
PartyD,7486,LOW
PartyD,5000,LOW
PartyC,7087,LOW
PartyC,152,HIGH
PartyC,7489,LOW
PartyC,1330,MEDIUM
PartyA,7420,LOW
PartyA,7055,LOW
PartyB,6133,LOW
PartyA,6684,LOW
PartyD,2403,MEDIUM
PartyB,5893,LOW
PartyA,6513,LOW
PartyA,-2720,VERY HIGH
PartyD,2439,MEDIUM
PartyB,198,HIGH
PartyB,6668,LOW
PartyD,7876,LOW
PartyD,5584,LOW
PartyA,5937,LOW
PartyD,1423,MEDIUM
PartyA,1537,MEDIUM
PartyC,125,HIGH
PartyC,6050,LOW
PartyA,2206,MEDIUM
PartyA,2290,MEDIUM
PartyD,7081,LOW
PartyB,2386,MEDIUM
PartyC,1654,MEDIUM
PartyC,1259,MEDIUM
PartyC,5486,LOW
PartyD,5996,LOW
PartyC,7486,LOW
PartyA,1948,MEDIUM
PartyD,5174,LOW
PartyB,6770,LOW
PartyC,122,HIGH
PartyD,5050,LOW
PartyD,7286,LOW
PartyB,7188,LOW
PartyB,2438,MEDIUM
PartyD,1340,MEDIUM
PartyD,2326,MEDIUM
PartyC,174,HIGH
PartyD,5729,LOW
PartyC,5917,LOW
PartyA,1158,MEDIUM
PartyC,5341,LOW
PartyD,7012,LOW
PartyD,1070,MEDIUM
PartyC,1000,MEDIUM
PartyB,6584,LOW
PartyD,7390,LOW
PartyA,2016,MEDIUM
PartyA,1118,MEDIUM
PartyA,2439,MEDIUM
PartyD,-2270,VERY HIGH
PartyA,5750,LOW
PartyA,6982,LOW
PartyB,5350,LOW
PartyB,5611,LOW
PartyC,2384,MEDIUM
PartyC,1394,MEDIUM
PartyC,6900,LOW
PartyD,5696,LOW
PartyC,5576,LOW
PartyB,5867,LOW
PartyA,5482,LOW
PartyD,1036,MEDIUM
PartyB,7452,LOW
PartyD,1410,MEDIUM
PartyC,6664,LOW
PartyC,1933,MEDIUM
PartyC,6487,LOW
PartyC,169,HIGH
PartyA,6876,LOW
PartyD,-2150,VERY HIGH
PartyA,6663,LOW
PartyB,5921,LOW
PartyC,7045,LOW
PartyA,-4680,VERY HIGH
PartyB,5574,LOW
PartyB,1589,MEDIUM
PartyD,183,HIGH
PartyB,410,HIGH
PartyC,2362,MEDIUM
PartyC,6004,LOW
PartyA,7248,LOW
PartyD,5762,LOW
PartyA,5040,LOW
PartyA,2374,MEDIUM
PartyA,2219,MEDIUM
PartyC,5118,LOW
PartyA,5739,LOW
PartyD,7457,LOW
PartyC,1537,MEDIUM
PartyC,144,HIGH
PartyB,-1610,VERY HIGH
PartyA,5935,LOW
PartyA,1630,MEDIUM
PartyD,5970,LOW
PartyB,1299,MEDIUM
PartyA,1519,MEDIUM
PartyB,1827,MEDIUM
PartyB,5815,LOW
PartyC,1543,MEDIUM
PartyB,1031,MEDIUM
PartyD,6332,LOW
PartyC,1771,MEDIUM
PartyA,1717,MEDIUM
PartyA,6458,LOW
PartyC,6954,LOW
PartyA,7422,LOW
PartyC,2208,MEDIUM
PartyA,6087,LOW
PartyC,7104,LOW
PartyB,-1460,VERY HIGH
PartyC,1826,MEDIUM
PartyD,6711,LOW
PartyA,6303,LOW
PartyD,7032,LOW
PartyB,1265,MEDIUM
PartyA,176,HIGH
PartyA,1952,MEDIUM
PartyA,7238,LOW
PartyA,6027,LOW
PartyD,1812,MEDIUM
PartyB,7856,LOW
PartyB,7282,LOW
PartyA,6788,LOW
PartyB,-140,VERY HIGH
PartyD,-175,VERY HIGH
PartyB,6454,LOW
PartyB,5411,LOW
PartyA,5306,LOW
PartyD,5030,LOW
PartyC,-4480,VERY HIGH
PartyA,6714,LOW
PartyD,7878,LOW
PartyB,6165,LOW
PartyD,-5620,VERY HIGH
PartyD,2216,MEDIUM
PartyC,-790,VERY HIGH
PartyA,32,HIGH
PartyC,450,HIGH
PartyD,5404,LOW
PartyB,7142,LOW
PartyA,6207,LOW
PartyD,7004,LOW
PartyD,2048,MEDIUM
PartyD,5077,LOW
PartyC,6965,LOW
PartyC,5800,LOW
PartyA,1546,MEDIUM
PartyB,116,HIGH
PartyB,-875,VERY HIGH
PartyA,1396,MEDIUM
PartyC,5682,LOW
PartyA,2282,MEDIUM
PartyC,2468,MEDIUM
PartyB,-900,VERY HIGH
PartyD,1291,MEDIUM
PartyC,7486,LOW
PartyD,1524,MEDIUM
PartyA,1746,MEDIUM
PartyD,1618,MEDIUM
PartyA,5096,LOW
PartyA,64,HIGH
PartyC,5522,LOW
PartyC,7112,LOW
PartyD,1950,MEDIUM
PartyA,-700,VERY HIGH
PartyA,1596,MEDIUM
PartyB,1633,MEDIUM
PartyD,6824,LOW
PartyA,7002,LOW
PartyC,5692,LOW
PartyB,5214,LOW
PartyC,6972,LOW
PartyA,6154,LOW
PartyA,2228,MEDIUM
PartyB,1126,MEDIUM
PartyB,5078,LOW
PartyB,6696,LOW
PartyB,2120,MEDIUM
PartyD,-5300,VERY HIGH
PartyC,7722,LOW
PartyA,6000,LOW
PartyA,5915,LOW
PartyB,6328,LOW
PartyB,7870,LOW
PartyD,2110,MEDIUM
PartyB,-2720,VERY HIGH
PartyC,7050,LOW
PartyB,6376,LOW
PartyC,7346,LOW
PartyA,7298,LOW
PartyD,1570,MEDIUM
PartyB,2268,MEDIUM
PartyC,2466,MEDIUM
PartyD,5234,LOW
PartyD,6718,LOW
PartyA,7,HIGH
PartyA,5866,LOW
PartyC,1544,MEDIUM
PartyB,5881,LOW
PartyA,-350,VERY HIGH
PartyA,7942,LOW
PartyD,6682,LOW
PartyB,-6100,VERY HIGH
PartyD,1689,MEDIUM
PartyA,6094,LOW
PartyC,1000,MEDIUM
PartyB,6605,LOW
PartyA,-120,VERY HIGH
PartyA,1607,MEDIUM
PartyD,6408,LOW
PartyA,2002,MEDIUM
PartyC,5789,LOW
PartyA,7496,LOW
PartyA,5280,LOW
PartyC,5403,LOW
PartyB,1814,MEDIUM
PartyA,1056,MEDIUM
PartyD,2266,MEDIUM
PartyA,1794,MEDIUM
PartyB,5225,LOW
PartyB,98,HIGH
PartyD,1076,MEDIUM
PartyB,5438,LOW
PartyA,1155,MEDIUM
PartyC,5796,LOW
PartyD,5813,LOW
PartyA,6847,LOW
PartyD,7455,LOW
PartyC,1986,MEDIUM
PartyC,2095,MEDIUM
PartyD,1832,MEDIUM
PartyD,5555,LOW
PartyC,-2740,VERY HIGH
PartyA,6100,LOW
PartyA,6296,LOW
PartyD,2000,MEDIUM
PartyC,2208,MEDIUM
PartyC,5479,LOW
PartyD,1719,MEDIUM
PartyC,1000,MEDIUM
PartyC,7402,LOW
PartyA,1208,MEDIUM
PartyD,2180,MEDIUM
PartyC,6490,LOW
PartyD,165,HIGH
PartyD,195,HIGH
PartyD,1914,MEDIUM
PartyD,6009,LOW
PartyB,-550,VERY HIGH
PartyC,7100,LOW
PartyC,6644,LOW
PartyD,2230,MEDIUM
PartyD,2054,MEDIUM
PartyA,5700,LOW
PartyB,38,HIGH
PartyD,1952,MEDIUM
PartyA,152,HIGH
PartyA,1330,MEDIUM
PartyA,5180,LOW
PartyD,6542,LOW
PartyA,1311,MEDIUM
PartyD,7416,LOW
PartyA,-3000,VERY HIGH
PartyD,6506,LOW
PartyB,7163,LOW
PartyD,6576,LOW
PartyB,6528,LOW
PartyD,5534,LOW
PartyB,1038,MEDIUM
PartyC,6908,LOW
PartyD,-4380,VERY HIGH
PartyD,5660,LOW
PartyD,5423,LOW
PartyA,5128,LOW
PartyC,6809,LOW
PartyC,6764,LOW
PartyA,6434,LOW
PartyD,6114,LOW
PartyA,1165,MEDIUM
PartyC,6368,LOW
PartyD,212,HIGH
PartyC,1000,MEDIUM
PartyB,1086,MEDIUM
PartyB,1637,MEDIUM
PartyC,1656,MEDIUM
PartyD,2306,MEDIUM
PartyB,-4880,VERY HIGH
PartyA,1232,MEDIUM
PartyD,6844,LOW
PartyB,1228,MEDIUM
PartyD,2390,MEDIUM
PartyB,6396,LOW
PartyA,7465,LOW
PartyD,1916,MEDIUM
PartyA,1272,MEDIUM
PartyD,5018,LOW
PartyA,-2280,VERY HIGH
PartyA,5036,LOW
PartyC,7002,LOW
PartyA,0,HIGH
PartyA,7688,LOW
PartyA,7876,LOW
PartyD,6386,LOW
PartyA,5645,LOW
PartyB,6229,LOW
PartyC,1242,MEDIUM
PartyC,1354,MEDIUM
PartyA,7081,LOW
PartyC,-7720,VERY HIGH
PartyB,6321,LOW
PartyB,-900,VERY HIGH
PartyB,6574,LOW
PartyD,7570,LOW
PartyD,6382,LOW
PartyC,1189,MEDIUM
PartyC,187,HIGH
PartyA,7048,LOW
PartyC,5953,LOW
PartyA,6724,LOW
PartyD,7123,LOW
PartyC,7100,LOW
PartyA,177,HIGH
PartyB,-2300,VERY HIGH
PartyB,6787,LOW
PartyB,2488,MEDIUM
PartyA,6364,LOW
PartyB,-460,VERY HIGH
PartyC,6130,LOW
PartyD,5700,LOW
PartyB,6433,LOW
PartyA,5949,LOW
PartyA,434,HIGH
PartyA,5536,LOW
PartyD,334,HIGH
PartyA,5208,LOW
PartyD,1632,MEDIUM
PartyB,5566,LOW
PartyB,-3440,VERY HIGH
PartyD,1165,MEDIUM
PartyC,5293,LOW
PartyC,7372,LOW
PartyB,-1570,VERY HIGH
PartyA,175,HIGH
PartyB,6509,LOW
PartyD,5214,LOW
PartyC,6037,LOW
PartyD,-2060,VERY HIGH
PartyB,5764,LOW
PartyD,2097,MEDIUM
PartyA,5940,LOW
PartyB,5288,LOW
PartyB,6374,LOW
PartyC,7424,LOW
PartyD,1768,MEDIUM
PartyB,6731,LOW
PartyA,5515,LOW
PartyD,5613,LOW
PartyA,1017,MEDIUM
PartyB,6620,LOW
PartyA,5964,LOW
PartyD,6461,LOW
PartyC,5206,LOW
PartyD,7275,LOW
PartyB,-3280,VERY HIGH
PartyD,6957,LOW
PartyD,2074,MEDIUM
PartyC,6066,LOW
PartyD,5838,LOW
PartyA,274,HIGH
PartyC,5364,LOW
PartyD,5942,LOW
PartyA,7290,LOW
PartyD,7146,LOW
PartyA,1234,MEDIUM
PartyA,6317,LOW
PartyA,6525,LOW
PartyC,1148,MEDIUM
PartyD,-1350,VERY HIGH
PartyA,7373,LOW
PartyC,6328,LOW
PartyA,5285,LOW
PartyC,1759,MEDIUM
PartyB,5495,LOW
PartyD,-6420,VERY HIGH
PartyC,7384,LOW
PartyC,5386,LOW
PartyC,1604,MEDIUM
PartyB,5694,LOW
PartyD,120,HIGH
PartyC,5549,LOW
PartyB,6984,LOW
PartyC,6102,LOW
PartyA,6737,LOW
PartyC,2324,MEDIUM
PartyA,6732,LOW
PartyB,5523,LOW
PartyC,2420,MEDIUM
PartyD,1185,MEDIUM
PartyA,5980,LOW
PartyD,1464,MEDIUM
PartyC,5271,LOW
PartyD,6742,LOW
PartyB,5253,LOW
PartyB,-5320,VERY HIGH
PartyA,6195,LOW
PartyC,1000,MEDIUM
PartyB,100,HIGH
PartyB,5528,LOW
PartyD,5495,LOW
PartyD,7426,LOW
PartyA,2008,MEDIUM
PartyA,6254,LOW
PartyD,1055,MEDIUM
PartyA,6279,LOW
PartyA,7096,LOW
PartyA,6149,LOW
PartyB,-1060,VERY HIGH
PartyD,2159,MEDIUM
PartyD,1940,MEDIUM
PartyB,6616,LOW
PartyB,1408,MEDIUM
PartyC,5437,LOW
PartyC,-5040,VERY HIGH
PartyA,1819,MEDIUM
PartyD,7040,LOW
PartyD,2258,MEDIUM
PartyB,1851,MEDIUM
PartyB,5008,LOW
PartyB,5314,LOW
PartyA,-6740,VERY HIGH
PartyC,6438,LOW
PartyC,2350,MEDIUM
PartyA,1467,MEDIUM
PartyC,7558,LOW
PartyA,7362,LOW
PartyC,-2140,VERY HIGH
PartyA,6984,LOW
PartyA,12,HIGH
PartyB,7346,LOW
PartyB,5642,LOW
PartyC,6401,LOW
PartyA,1447,MEDIUM
PartyA,7217,LOW
PartyB,7391,LOW
PartyC,2267,MEDIUM
PartyD,5000,LOW
PartyD,6019,LOW
PartyA,5023,LOW
PartyC,12,HIGH
PartyB,157,HIGH
PartyB,6607,LOW
PartyD,1626,MEDIUM
PartyA,6141,LOW
PartyD,5626,LOW
PartyD,7398,LOW
PartyA,-800,VERY HIGH
PartyA,5006,LOW
PartyC,5035,LOW
PartyB,1105,MEDIUM
PartyD,7006,LOW
PartyB,1878,MEDIUM
PartyC,56,HIGH
PartyB,5645,LOW
PartyD,7361,LOW
PartyC,6430,LOW
PartyD,-300,VERY HIGH
PartyB,6099,LOW
PartyC,6273,LOW
PartyC,7320,LOW
PartyC,-600,VERY HIGH
PartyD,7146,LOW
PartyB,5284,LOW
PartyB,6800,LOW
PartyD,-2720,VERY HIGH
PartyD,5782,LOW
PartyA,5185,LOW
PartyB,1289,MEDIUM
PartyA,6608,LOW
PartyA,7960,LOW
PartyA,2149,MEDIUM
PartyD,1783,MEDIUM
PartyD,5916,LOW
PartyD,5743,LOW
PartyA,5666,LOW
PartyB,5229,LOW
PartyB,1799,MEDIUM
PartyD,-1780,VERY HIGH
PartyC,7314,LOW
PartyB,2288,MEDIUM
PartyA,1690,MEDIUM
PartyA,5451,LOW
PartyD,-80,VERY HIGH
PartyC,5648,LOW
PartyB,6237,LOW
PartyA,-120,VERY HIGH
PartyA,-1180,VERY HIGH
PartyC,1885,MEDIUM
PartyA,7271,LOW
PartyA,7276,LOW
PartyC,1358,MEDIUM
PartyD,5520,LOW
PartyB,5615,LOW
PartyB,-740,VERY HIGH
PartyD,5504,LOW
PartyD,7124,LOW
PartyB,170,HIGH
PartyB,5180,LOW
PartyC,2360,MEDIUM
PartyA,5455,LOW
PartyA,2438,MEDIUM
PartyB,6544,LOW
PartyD,2325,MEDIUM
PartyC,1000,MEDIUM
PartyD,6378,LOW
PartyC,1386,MEDIUM
PartyA,-120,VERY HIGH
PartyA,2059,MEDIUM
PartyA,1197,MEDIUM
PartyD,2165,MEDIUM
PartyB,-7740,VERY HIGH
PartyC,6420,LOW
PartyC,5913,LOW
PartyB,1588,MEDIUM
PartyD,1272,MEDIUM
PartyC,-1730,VERY HIGH
PartyC,1965,MEDIUM
PartyB,-7440,VERY HIGH
PartyD,1390,MEDIUM
PartyD,1904,MEDIUM
PartyC,6655,LOW
PartyD,7450,LOW
PartyD,5695,LOW
PartyC,5596,LOW
PartyB,6646,LOW
PartyD,1396,MEDIUM
PartyC,-2090,VERY HIGH
PartyD,2234,MEDIUM
PartyC,-4600,VERY HIGH
PartyB,2144,MEDIUM
PartyA,7594,LOW
PartyA,5994,LOW
PartyB,1062,MEDIUM
PartyB,6628,LOW
PartyD,2207,MEDIUM
PartyB,6357,LOW
PartyD,7383,LOW
PartyB,7526,LOW
PartyC,5703,LOW
PartyA,5528,LOW
PartyC,5484,LOW
PartyA,1114,MEDIUM
PartyB,6158,LOW
PartyC,-1825,VERY HIGH
PartyA,2172,MEDIUM
PartyA,6130,LOW
PartyC,7524,LOW
PartyA,332,HIGH
PartyD,6744,LOW
PartyD,1820,MEDIUM
PartyC,2043,MEDIUM
PartyA,-120,VERY HIGH
PartyB,6006,LOW
PartyA,1240,MEDIUM
PartyC,6571,LOW
PartyD,5586,LOW
PartyB,5599,LOW
PartyA,1473,MEDIUM
PartyB,2050,MEDIUM
PartyC,1858,MEDIUM
PartyD,5204,LOW
PartyA,5623,LOW
PartyA,1651,MEDIUM
PartyB,1096,MEDIUM
PartyB,6262,LOW
PartyB,7211,LOW
PartyA,6003,LOW
PartyB,129,HIGH
PartyB,19,HIGH
PartyD,5368,LOW
PartyD,6762,LOW
PartyC,2006,MEDIUM
PartyD,6517,LOW
PartyD,308,HIGH
PartyA,5774,LOW
PartyC,6689,LOW
PartyD,5360,LOW
PartyC,5536,LOW
PartyB,1041,MEDIUM
PartyB,-840,VERY HIGH
PartyA,1958,MEDIUM
PartyB,5640,LOW
PartyD,5654,LOW
PartyB,184,HIGH
PartyC,-5140,VERY HIGH
PartyA,7324,LOW
PartyB,1610,MEDIUM
PartyB,1388,MEDIUM
PartyB,-5040,VERY HIGH
PartyA,2261,MEDIUM
PartyA,1793,MEDIUM
PartyC,1369,MEDIUM
PartyA,1730,MEDIUM
